,0,1,2,3,4,5,6
395,Term6,2014-2017,OES,Finished,HQAP50,FQW4,Retake
396,Term7,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
397,Term8,2014-2017,OES,Finished,HQAP50,FQW4,Retake
398,Term1,2014-2017,OES,Finished,HQAP-50,FQW3,Retake
399,Term2,2014-2017,OES,Finished,HQAP50,FQW3,Retake
400,Term3,2014-2017,OES,Finished,HQAP-50,FQW3,Retake
401,Term4,2014-2017,OES,Finished,HQAP50,FQW3,Retake
402,Term5,2014-2017,OES,Finished,HQAP50,FQW3,Retake
403,Term6,2014-2017,OES,Finished,HQAP50,FQW3,Retake
404,Term7,2014-2017,OES,Finished,HQAP50,FQW3,Retake
405,Term8,2014-2017,OES,Finished,HQAP100,FQW3,NoRetake
406,Term1,2014-2017,OES,Expelled8,HQAP50,,Retake
407,Term2,2014-2017,OES,Expelled8,HQAP50,,Retake
408,Term3,2014-2017,OES,Expelled8,HQAP-50,,Retake
409,Term4,2014-2017,OES,Expelled8,HQAP-50,,Retake
410,Term5,2014-2017,OES,Expelled8,HQAP-50,,Retake
411,Term6,2014-2017,OES,Expelled8,HQAP-50,,Retake
412,Term7,2014-2017,OES,Expelled8,HQAP-50,,Retake
413,Term8,2014-2017,OES,Expelled8,HQAP75,,NoRetake
414,Term1,2014-2017,OES,Expelled7,HQAP75,,NoRetake
415,Term2,2014-2017,OES,Expelled7,HQAP85,,NoRetake
416,Term3,2014-2017,OES,Expelled7,HQAP50,,Retake
417,Term4,2014-2017,OES,Expelled7,HQAP-50,,Retake
418,Term5,2014-2017,OES,Expelled7,HQAP-50,,Retake
419,Term6,2014-2017,OES,Expelled7,HQAP-50,,Retake
420,Term7,2014-2017,OES,Expelled7,HQAP-50,,Retake
421,Term1,2014-2017,OES,Finished,HQAP50,FQW4,Retake
422,Term2,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
423,Term3,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
424,Term4,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
425,Term5,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
426,Term6,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
427,Term7,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
428,Term8,2014-2017,OES,Finished,HQAP100,FQW4,NoRetake
429,Term1,2014-2017,HES,Expelled8,HQAP100,FQW1,NoRetake
430,Term2,2014-2017,HES,Expelled8,HQAP100,FQW1,NoRetake
431,Term3,2014-2017,HES,Expelled8,HQAP85,FQW1,NoRetake
432,Term4,2014-2017,HES,Expelled8,HQAP85,FQW1,NoRetake
433,Term5,2014-2017,HES,Expelled8,HQAP85,FQW1,NoRetake
434,Term6,2014-2017,HES,Expelled8,HQAP75,FQW1,NoRetake
435,Term7,2014-2017,HES,Expelled8,HQAP50,FQW1,Retake
436,Term8,2014-2017,HES,Expelled8,HQAP100,FQW1,NoRetake
437,Term1,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
438,Term2,2014-2017,OES,Expelled8,HQAP75,FQW1,Retake
439,Term3,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
440,Term4,2014-2017,OES,Expelled8,HQAP75,FQW1,NoRetake
441,Term5,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
442,Term6,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
443,Term7,2014-2017,OES,Expelled8,HQAP-50,FQW1,Retake
444,Term8,2014-2017,OES,Expelled8,HQAP-50,FQW1,Retake
445,Term1,2014-2017,OES,Expelled6,HQAP50,,Retake
446,Term2,2014-2017,OES,Expelled6,HQAP50,,Retake
447,Term3,2014-2017,OES,Expelled6,HQAP-50,,Retake
448,Term4,2014-2017,OES,Expelled6,HQAP-50,,Retake
449,Term5,2014-2017,OES,Expelled6,HQAP-50,,Retake
450,Term6,2014-2017,OES,Expelled6,HQAP-50,,Retake
451,Term1,2014-2017,OES,Finished,HQAP75,FQW4,Retake
452,Term2,2014-2017,OES,Finished,HQAP50,FQW4,Retake
453,Term3,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
454,Term4,2014-2017,OES,Finished,HQAP50,FQW4,Retake
455,Term5,2014-2017,OES,Finished,HQAP50,FQW4,Retake
456,Term6,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
457,Term7,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
458,Term8,2014-2017,OES,Finished,HQAP50,FQW4,Retake
459,Term1,2014-2017,OES,Finished,HQAP85,FQW4,NoRetake
460,Term2,2014-2017,OES,Finished,HQAP85,FQW4,Retake
461,Term3,2014-2017,OES,Finished,HQAP85,FQW4,NoRetake
462,Term4,2014-2017,OES,Finished,HQAP85,FQW4,Retake
463,Term5,2014-2017,OES,Finished,HQAP100,FQW4,NoRetake
464,Term6,2014-2017,OES,Finished,HQAP100,FQW4,NoRetake
465,Term7,2014-2017,OES,Finished,HQAP85,FQW4,NoRetake
466,Term8,2014-2017,OES,Finished,HQAP100,FQW4,NoRetake
467,Term1,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
468,Term2,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
469,Term3,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
470,Term4,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
471,Term5,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
472,Term6,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
473,Term7,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
474,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
475,Term1,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
476,Term2,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
477,Term3,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
478,Term4,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
479,Term5,2014-2017,OES,Finished,HQAP50,FQW5,Retake
480,Term6,2014-2017,OES,Finished,HQAP50,FQW5,Retake
481,Term7,2014-2017,OES,Finished,HQAP75,FQW5,Retake
482,Term8,2014-2017,OES,Finished,HQAP50,FQW5,Retake
483,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
484,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
485,Term3,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
486,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
487,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
488,Term6,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
489,Term7,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
490,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
491,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
492,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
493,Term3,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
494,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
495,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
496,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
497,Term7,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
498,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
499,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
500,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
501,Term3,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
502,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
503,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
504,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
505,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
506,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
507,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
508,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
509,Term3,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
510,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
511,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
512,Term6,2014-2017,HES,Finished,HQAP50,FQW5,Retake
513,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
514,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
515,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
516,Term2,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
517,Term3,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
518,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
519,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
520,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
521,Term7,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
522,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
523,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
524,Term2,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
525,Term3,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
526,Term4,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
527,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
528,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
529,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
530,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
531,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
532,Term2,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
533,Term3,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
534,Term4,2014-2017,HES,Finished,HQAP50,FQW5,NoRetake
535,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
536,Term6,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
537,Term7,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
538,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
539,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
540,Term2,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
541,Term3,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
542,Term4,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
543,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
544,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
545,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
546,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
547,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
548,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
549,Term3,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
550,Term4,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
551,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
552,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
553,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
554,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
555,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
556,Term2,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
557,Term3,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
558,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
559,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
560,Term6,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
561,Term7,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
562,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
563,Term1,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
564,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
565,Term3,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
566,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
567,Term5,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
568,Term6,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
569,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
570,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
571,Term1,2014-2017,HES,Finished,HQAP75,FQW4,NoRetake
572,Term2,2014-2017,HES,Finished,HQAP50,FQW4,NoRetake
573,Term3,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
574,Term4,2014-2017,HES,Finished,HQAP50,FQW4,NoRetake
575,Term5,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
576,Term6,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
577,Term7,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
578,Term8,2014-2017,HES,Finished,HQAP100,FQW4,NoRetake
579,Term1,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
580,Term2,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
581,Term3,2014-2017,HES,Finished,HQAP50,FQW5,NoRetake
582,Term4,2014-2017,HES,Finished,HQAP50,FQW5,NoRetake
583,Term5,2014-2017,HES,Finished,HQAP50,FQW5,Retake
584,Term6,2014-2017,HES,Finished,HQAP-50,FQW5,Retake
585,Term7,2014-2017,HES,Finished,HQAP-50,FQW5,Retake
586,Term8,2014-2017,HES,Finished,HQAP75,FQW5,Retake
587,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
588,Term2,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
589,Term3,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
590,Term4,2014-2017,HES,Finished,HQAP50,FQW5,NoRetake
591,Term5,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
592,Term6,2014-2017,HES,Finished,HQAP50,FQW5,NoRetake
593,Term7,2014-2017,HES,Finished,HQAP50,FQW5,Retake
594,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
595,Term1,2014-2017,HES,Finished,HQAP100,FQW3,NoRetake
596,Term2,2014-2017,HES,Finished,HQAP75,FQW3,NoRetake
597,Term3,2014-2017,HES,Finished,HQAP75,FQW3,NoRetake
598,Term4,2014-2017,HES,Finished,HQAP75,FQW3,NoRetake
599,Term5,2014-2017,HES,Finished,HQAP85,FQW3,NoRetake
600,Term6,2014-2017,HES,Finished,HQAP50,FQW3,Retake
601,Term7,2014-2017,HES,Finished,HQAP50,FQW3,Retake
602,Term8,2014-2017,HES,Finished,HQAP100,FQW3,NoRetake
603,Term1,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
604,Term2,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
605,Term3,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
606,Term4,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
607,Term5,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
608,Term6,2014-2017,OES,Finished,HQAP50,FQW5,Retake
609,Term7,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
610,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
611,Term1,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
612,Term2,2014-2017,OES,Finished,HQAP75,FQW5,Retake
613,Term3,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
614,Term4,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
615,Term5,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
616,Term6,2014-2017,OES,Finished,HQAP50,FQW5,Retake
617,Term7,2014-2017,OES,Finished,HQAP50,FQW5,Retake
618,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
619,Term1,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
620,Term2,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
621,Term3,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
622,Term4,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
623,Term5,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
624,Term6,2014-2017,OES,Finished,HQAP50,FQW5,Retake
625,Term7,2014-2017,OES,Finished,HQAP75,FQW5,Retake
626,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
627,Term1,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
628,Term2,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
629,Term3,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
630,Term4,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
631,Term5,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
632,Term6,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
633,Term7,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
634,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
635,Term1,2014-2017,HES,Finished,HQAP75,FQW4,NoRetake
636,Term2,2014-2017,HES,Finished,HQAP50,FQW4,NoRetake
637,Term3,2014-2017,HES,Finished,HQAP50,FQW4,NoRetake
638,Term4,2014-2017,HES,Finished,HQAP50,FQW4,Retake
639,Term5,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
640,Term6,2014-2017,HES,Finished,HQAP50,FQW4,Retake
641,Term7,2014-2017,HES,Finished,HQAP50,FQW4,Retake
642,Term8,2014-2017,HES,Finished,HQAP100,FQW4,NoRetake
643,Term1,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
644,Term2,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
645,Term3,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
646,Term4,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
647,Term5,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
648,Term6,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
649,Term7,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
650,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
651,Term1,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
652,Term2,2014-2017,OES,Finished,HQAP50,FQW5,Retake
653,Term3,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
654,Term4,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
655,Term5,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
656,Term6,2014-2017,OES,Finished,HQAP75,FQW5,NoRetake
657,Term7,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
658,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
659,Term1,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
660,Term2,2014-2017,OES,Finished,HQAP50,FQW5,Retake
661,Term3,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
662,Term4,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
663,Term5,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
664,Term6,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
665,Term7,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
666,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
667,Term1,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
668,Term2,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
669,Term3,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
670,Term4,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
671,Term5,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
672,Term6,2014-2017,OES,Finished,HQAP85,FQW5,Retake
673,Term7,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
674,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
675,Term1,2014-2017,OES,Finished,HQAP50,FQW4,Retake
676,Term2,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
677,Term3,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
678,Term4,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
679,Term5,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
680,Term6,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
681,Term7,2014-2017,OES,Finished,HQAP-50,FQW4,Retake
682,Term8,2014-2017,OES,Finished,HQAP50,FQW4,Retake
683,Term1,2014-2017,OES,Finished,HQAP50,FQW5,Retake
684,Term2,2014-2017,OES,Finished,HQAP50,FQW5,Retake
685,Term3,2014-2017,OES,Finished,HQAP50,FQW5,Retake
686,Term4,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
687,Term5,2014-2017,OES,Finished,HQAP50,FQW5,Retake
688,Term6,2014-2017,OES,Finished,HQAP75,FQW5,Retake
689,Term7,2014-2017,OES,Finished,HQAP75,FQW5,Retake
690,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
691,Term1,2014-2017,OES,Finished,HQAP85,FQW4,Retake
692,Term2,2014-2017,OES,Finished,HQAP50,FQW4,Retake
693,Term3,2014-2017,OES,Finished,HQAP50,FQW4,Retake
694,Term4,2014-2017,OES,Finished,HQAP50,FQW4,NoRetake
695,Term5,2014-2017,OES,Finished,HQAP50,FQW4,Retake
696,Term6,2014-2017,OES,Finished,HQAP50,FQW4,Retake
697,Term7,2014-2017,OES,Finished,HQAP75,FQW4,Retake
698,Term8,2014-2017,OES,Finished,HQAP100,FQW4,NoRetake
699,Term1,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
700,Term2,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
701,Term3,2014-2017,HES,Finished,HQAP75,FQW5,NoRetake
702,Term4,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
703,Term5,2014-2017,HES,Finished,HQAP75,FQW5,Retake
704,Term6,2014-2017,HES,Finished,HQAP75,FQW5,Retake
705,Term7,2014-2017,HES,Finished,HQAP85,FQW5,NoRetake
706,Term8,2014-2017,HES,Finished,HQAP100,FQW5,NoRetake
707,Term1,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
708,Term2,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
709,Term3,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
710,Term4,2014-2017,HES,Finished,HQAP50,FQW4,Retake
711,Term5,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
712,Term6,2014-2017,HES,Finished,HQAP50,FQW4,Retake
713,Term7,2014-2017,HES,Finished,HQAP-50,FQW4,Retake
714,Term8,2014-2017,HES,Finished,HQAP50,FQW4,Retake
715,Term1,2014-2017,OES,Expelled5,HQAP100,,NoRetake
716,Term2,2014-2017,OES,Expelled5,HQAP75,,Retake
717,Term3,2014-2017,OES,Expelled5,HQAP50,,Retake
718,Term4,2014-2017,OES,Expelled5,HQAP50,,NoRetake
719,Term5,2014-2017,OES,Expelled5,HQAP-50,,NoRetake
720,Term1,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
721,Term2,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
722,Term3,2014-2017,OES,Expelled8,HQAP-50,FQW1,Retake
723,Term4,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
724,Term5,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
725,Term6,2014-2017,OES,Expelled8,HQAP-50,FQW1,Retake
726,Term7,2014-2017,OES,Expelled8,HQAP50,FQW1,Retake
727,Term8,2014-2017,OES,Expelled8,HQAP-50,FQW1,Retake
728,Term1,2014-2017,OES,Finished,HQAP85,FQW5,NoRetake
729,Term2,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
730,Term3,2014-2017,OES,Finished,HQAP50,FQW5,Retake
731,Term4,2014-2017,OES,Finished,HQAP50,FQW5,NoRetake
732,Term5,2014-2017,OES,Finished,HQAP50,FQW5,Retake
733,Term6,2014-2017,OES,Finished,HQAP-50,FQW5,Retake
734,Term7,2014-2017,OES,Finished,HQAP50,FQW5,Retake
735,Term8,2014-2017,OES,Finished,HQAP100,FQW5,NoRetake
736,Term1,2015-2018,OES,Expelled4,HQAP-50,,Retake
737,Term2,2015-2018,OES,Expelled4,HQAP-50,,Retake
738,Term3,2015-2018,OES,Expelled4,HQAP-50,,Retake
739,Term4,2015-2018,OES,Expelled4,HQAP-50,,NoRetake
740,Term1,2015-2018,OES,Expelled5,HQAP50,,NoRetake
741,Term2,2015-2018,OES,Expelled5,HQAP50,,Retake
742,Term3,2015-2018,OES,Expelled5,HQAP-50,,Retake
743,Term4,2015-2018,OES,Expelled5,HQAP-50,,Retake
744,Term5,2015-2018,OES,Expelled5,HQAP50,,NoRetake
745,Term1,2015-2018,OES,Expelled6,HQAP50,,Retake
746,Term2,2015-2018,OES,Expelled6,HQAP-50,,Retake
747,Term3,2015-2018,OES,Expelled6,HQAP-50,,Retake
748,Term4,2015-2018,OES,Expelled6,HQAP75,,Retake
749,Term5,2015-2018,OES,Expelled6,HQAP50,,Retake
750,Term6,2015-2018,OES,Expelled6,HQAP-50,,Retake
751,Term1,2015-2018,OES,Expelled4,HQAP75,,Retake
752,Term2,2015-2018,OES,Expelled4,HQAP-50,,Retake
753,Term3,2015-2018,OES,Expelled4,HQAP-50,,Retake
754,Term4,2015-2018,OES,Expelled4,HQAP-50,,Retake
755,Term1,2015-2018,OES,Expelled4,HQAP50,,Retake
756,Term2,2015-2018,OES,Expelled4,HQAP-50,,Retake
757,Term3,2015-2018,OES,Expelled4,HQAP-50,,Retake
758,Term4,2015-2018,OES,Expelled4,HQAP-50,,Retake
759,Term1,2015-2018,HES,Finished,HQAP50,FQW3,Retake
760,Term2,2015-2018,HES,Finished,HQAP50,FQW3,NoRetake
761,Term3,2015-2018,HES,Finished,HQAP-50,FQW3,Retake
762,Term4,2015-2018,HES,Finished,HQAP50,FQW3,Retake
763,Term5,2015-2018,HES,Finished,HQAP-50,FQW3,Retake
764,Term6,2015-2018,HES,Finished,HQAP-50,FQW3,Retake
765,Term7,2015-2018,HES,Finished,HQAP-50,FQW3,Retake
766,Term8,2015-2018,HES,Finished,HQAP-50,FQW3,Retake
767,Term1,2015-2018,OES,Expelled7,HQAP85,,NoRetake
768,Term2,2015-2018,OES,Expelled7,HQAP50,,Retake
769,Term3,2015-2018,OES,Expelled7,HQAP50,,Retake
770,Term4,2015-2018,OES,Expelled7,HQAP50,,NoRetake
771,Term5,2015-2018,OES,Expelled7,HQAP-50,,Retake
772,Term6,2015-2018,OES,Expelled7,HQAP-50,,Retake
773,Term7,2015-2018,OES,Expelled7,HQAP-50,,NoRetake
774,Term1,2015-2018,HES,Expelled6,HQAP50,,Retake
775,Term2,2015-2018,HES,Expelled6,HQAP-50,,Retake
776,Term3,2015-2018,HES,Expelled6,HQAP-50,,Retake
777,Term4,2015-2018,HES,Expelled6,HQAP-50,,Retake
778,Term5,2015-2018,HES,Expelled6,HQAP-50,,Retake
779,Term6,2015-2018,HES,Expelled6,HQAP-50,,NoRetake
780,Term1,2015-2018,OES,Expelled4,HQAP50,,Retake
781,Term2,2015-2018,OES,Expelled4,HQAP-50,,Retake
782,Term3,2015-2018,OES,Expelled4,HQAP-50,,Retake
783,Term4,2015-2018,OES,Expelled4,HQAP-50,,NoRetake
784,Term1,2015-2018,OES,Expelled2,HQAP75,,Retake
785,Term2,2015-2018,OES,Expelled2,HQAP-50,,NoRetake
786,Term1,2015-2018,OES,Expelled5,HQAP-50,,Retake
787,Term2,2015-2018,OES,Expelled5,HQAP-50,,Retake
788,Term3,2015-2018,OES,Expelled5,HQAP50,,NoRetake
789,Term4,2015-2018,OES,Expelled5,HQAP-50,,NoRetake
790,Term5,2015-2018,OES,Expelled5,HQAP-50,,NoRetake
791,Term1,2015-2018,HES,Expelled5,HQAP85,,NoRetake
792,Term2,2015-2018,HES,Expelled5,HQAP50,,NoRetake
